Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2002-03,Wheeling Nailers,ECHL,21,0,1,1,77,-8,--,--,--,--,--,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Sorel Royaux,QSMHL,12,1,0,1,61,--,--,--,--,--,--,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Sorel-Tracy Mission,LNAH,31,2,0,2,196,--,,,,,,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,St. Hyacinthe Top Design,LNAH,1,0,0,0,9,--,,,,,,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,HPK Hameenlinna,SM-liiga,7,1,0,1,0,--,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,HPK Hameenlinna,SM-liiga,41,6,9,15,12,8,10,4,5,9,2,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,HPK Hameenlinna,SM-liiga,48,8,18,26,44,0,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,HPK Hameenlinna,SM-liiga,53,14,29,43,49,13,8,3,4,7,4,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,HPK Hameenlinna,SM-liiga,53,20,28,48,40,18,8,1,9,10,4,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,TPS Turku,SM-liiga,56,11,22,33,20,6,10,2,1,3,4,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Dallas Stars,NHL,9,0,1,1,2,-1,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Utah Grizzlies,AHL,59,13,28,41,40,-3,5,2,1,3,0,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Dallas Stars,NHL,82,5,29,34,44,25,12,4,3,7,12,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Dallas Stars,NHL,67,1,5,6,16,-15,1,1,0,1,0,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Zug EV,Swiss-A,44,9,33,42,24,--,9,2,5,7,35,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Dallas Stars,NHL,81,14,21,35,36,-10,5,0,1,1,10,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Atlanta Thrashers,NHL,60,4,9,13,20,-12,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Phoenix Coyotes,NHL,19,2,7,9,8,-11,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Phoenix Coyotes,NHL,79,10,18,28,34,-1,--,--,--,--,--,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Kazan Ak-Bars,KHL,53,12,17,29,22,9,21,1,9,10,16,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Kazan Ak-Bars,KHL,54,12,15,27,44,-7,22,8,9,17,6,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Kazan Ak-Bars,KHL,53,7,29,36,24,25,9,2,3,5,12,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Kazan Ak-Bars,KHL,54,12,27,39,24,21,,,,,,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Kazan Ak-Bars,KHL,50,10,19,29,26,14,18,4,6,10,2,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Prague Lev,KHL,22,8,4,12,14,6,21,2,9,11,29,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Jokerit Helsinki,KHL,60,9,24,33,55,10,4,0,2,2,0,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Jokerit Helsinki,KHL,53,11,15,26,38,-11,4,1,2,3,8,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,HPK Hameenlinna,SM-liiga,49,7,21,28,20,17,7,0,5,5,4,Niko Kapanen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Swift Current Broncos,WHL,3,0,0,0,0,--,--,--,--,--,--,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Swift Current Broncos,WHL,57,3,9,12,13,--,--,--,--,--,--,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Swift Current Broncos,WHL,68,17,9,26,42,--,12,1,2,3,2,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Swift Current Broncos,WHL,72,16,18,34,74,3,6,0,2,2,0,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Swift Current Broncos,WHL,70,26,25,51,48,3,12,4,3,7,20,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Prince George Cougars,WHL,65,26,22,48,68,-2,6,0,3,3,6,Brett Allan,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Cranbrook Colts,RMJHL,13,NA,0,NA,0,NA,,NA,,NA,,Cam Ondrik,Goalie,630,52,0,0,4.95,4,7,0,,0.862,NA
1996-97,Red Deer Rebels,WHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,77,10,0,0,7.78,,,,55,0.846,NA
1997-98,Red Deer Rebels,WHL,11,NA,1,NA,4,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,461,31,0,1,4.03,5,3,0,235,0.883,NA
1997-98,Medicine Hat Tigers,WHL,16,NA,0,NA,4,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,689,53,0,0,4.62,2,7,1,417,0.887,NA
1998-99,Medicine Hat Tigers,WHL,39,NA,0,NA,11,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,1925,149,5,0,4.64,4,26,2,984,0.868,NA
1999-00,Medicine Hat Tigers,WHL,3,NA,0,NA,2,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,180,8,1,1,2.67,1,2,0,88,0.917,NA
1999-00,Saskatoon Blades,WHL,55,NA,0,NA,8,NA,10,NA,0,NA,2,Cam Ondrik,Goalie,3198,151,2,4,2.83,29,22,4,1482,0.908,NA
2000-01,Saskatoon Blades,WHL,30,NA,0,NA,2,NA,-,NA,-,NA,-,Cam Ondrik,Goalie,1763,104,1,0,3.54,7,20,2,759,0.879,NA
1995-96,Wellington Dukes,MetJHL,47,0,8,8,68,--,,,,,,B.J. Ketcheson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Peterborough Petes,OHL,61,1,3,4,32,--,9,0,1,1,8,B.J. Ketcheson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Peterborough Petes,OHL,58,3,4,7,99,--,4,0,1,1,6,B.J. Ketcheson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Peterborough Petes,OHL,62,1,20,21,86,11,5,0,1,1,4,B.J. Ketcheson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Mississauga IceDogs,OHL,62,3,7,10,84,-42,--,--,--,--,--,B.J. Ketcheson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Hull Olympiques,QMJHL,33,11,17,28,124,--,11,6,13,19,20,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Pittsburgh Jr. Penguins,MetJHL,23,18,17,35,253,--,,,,,,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Hull Olympiques,QMJHL,12,5,5,10,36,-2,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Waco Wizards,WPHL,2,0,0,0,0,-2,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Arkansas RiverBlades,ECHL,38,14,11,25,116,8,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Pee Dee Pride,ECHL,52,5,13,18,214,-2,9,0,3,3,27,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Pee Dee Pride,ECHL,21,2,9,11,84,3,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Charlotte Checkers,ECHL,41,13,9,22,110,13,3,2,0,2,36,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Charlotte Checkers,ECHL,49,11,17,28,134,8,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Augusta Lynx,ECHL,10,0,3,3,26,2,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,St. Jean Mission,QSMHL,1,0,1,1,2,--,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Bakersfield Condors,ECHL,26,1,7,8,73,3,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Rockford IceHogs,UHL,79,11,15,26,214,10,7,0,0,0,18,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Rockford IceHogs,UHL,2,0,0,0,4,0,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Elmira Jackals,UHL,4,0,2,2,5,-2,--,--,--,--,--,Vince Malts,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Victoria Salsa,BCHL,53,6,18,24,88,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U. of Minnesota-Duluth,WCHA,40,3,6,9,82,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,U. of Minnesota-Duluth,WCHA,36,4,16,20,61,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,U. of Minnesota-Duluth,WCHA,37,4,6,10,83,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,U. of Minnesota-Duluth,WCHA,37,0,8,8,56,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cleveland Barons,AHL,79,6,12,18,94,-4,--,--,--,--,--,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Jose Sharks,NHL,16,0,0,0,2,-5,--,--,--,--,--,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cleveland Barons,AHL,59,3,11,14,63,-10,--,--,--,--,--,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Cleveland Barons,AHL,55,5,12,17,39,6,9,0,2,2,8,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Binghamton Senators,AHL,79,3,19,22,79,23,6,1,0,1,6,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Wolfsburg EHC,2.GBun,44,9,22,31,0,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Wolfsburg EHC,2.GBun,21,1,11,12,0,--,,,,,,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Wolfsburg Grizzly Adams,DEL,54,4,8,12,60,-5,--,--,--,--,--,Jesse Fibiger,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Seattle Thunderbirds,WHL,22,1,2,3,39,--,4,0,0,0,0,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Seattle Thunderbirds,WHL,68,1,12,13,153,--,5,0,1,1,8,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Seattle Thunderbirds,WHL,65,5,17,22,153,8,10,0,2,2,26,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Seattle Thunderbirds,WHL,51,9,28,37,104,19,7,1,4,5,30,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Richmond Renegades,ECHL,30,2,7,9,55,7,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Portland Pirates,AHL,27,0,2,2,25,3,3,0,0,0,0,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Portland Pirates,AHL,27,1,1,2,26,-2,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Richmond Renegades,ECHL,24,3,6,9,60,-15,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Portland Pirates,AHL,14,1,2,3,9,-2,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Victoria Salmon Kings,ECHL,53,5,11,16,73,-32,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Victoria Salmon Kings,ECHL,58,6,14,20,66,-17,--,--,--,--,--,Nathan Forster,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Brynas IF Gavle,SEL,27,2,2,4,0,--,1,0,0,0,0,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Mora IK,Swe-1,16,8,3,11,18,--,,,,,,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Brynas IF Gavle,SEL,13,0,0,0,0,-1,--,--,--,--,--,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Uppsala/Almtuna IS,Swe-1,12,7,8,15,0,--,,,,,,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Brynas IF Gavle,SEL,48,6,4,10,12,7,,,,,,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Skelleftea AIK,Swe-1,35,21,11,32,14,26,,,,,,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Skelleftea AIK,Swe-1,40,28,14,42,20,15,,,,,,Stefan Lundqvist,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Val d'Or Foreurs,QMJHL,65,5,15,20,31,--,13,1,0,1,0,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Val d'Or Foreurs,QMJHL,40,9,19,28,54,--,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Cape Breton Screaming Eagles,QMJHL,29,6,7,13,25,--,4,2,3,5,12,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Cape Breton Screaming Eagles,QMJHL,68,27,37,64,39,0,5,2,4,6,2,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Cape Breton Screaming Eagles,QMJHL,26,8,12,20,25,-6,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Halifax Mooseheads,QMJHL,19,11,4,15,37,1,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Drummondville Voltigeurs,QMJHL,27,16,21,37,38,4,14,4,12,16,8,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Pensacola Ice Pilots,ECHL,70,24,15,39,52,-16,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. John's Maple Leafs,AHL,12,0,3,3,4,0,8,0,0,0,0,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Memphis Riverkings,CHL,54,34,26,60,46,-6,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Elmira Jackals,UHL,1,0,0,0,0,-1,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Memphis Riverkings,CHL,44,26,22,48,55,25,14,11,9,20,16,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Memphis Riverkings,CHL,35,22,19,41,39,7,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,St. John's Maple Leafs,AHL,17,4,0,4,4,-4,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Richmond Riverdogs,UHL,46,18,17,35,30,-1,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Sherbrooke St. Francois,LNAH,18,10,12,22,30,--,,,,,,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Danbury Trashers,UHL,2,0,0,0,2,1,11,3,2,5,8,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Danbury Trashers,UHL,6,0,0,0,4,-1,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Youngstown Steelhounds,CHL,36,11,21,32,62,-5,--,--,--,--,--,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Sherbrooke St. Francois,LNAH,41,20,23,43,47,--,,,,,,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Sherbrooke St. Francois,LNAH,47,26,24,50,50,--,,,,,,Jonathan Gagnon,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Peterborough Petes,OHL,60,2,12,14,60,--,6,0,0,0,2,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Peterborough Petes,OHL,64,5,17,22,60,--,11,1,1,2,8,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Peterborough Petes,OHL,37,5,21,26,39,--,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,London Knights,OHL,27,4,10,14,36,--,15,2,7,9,29,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Roanoke Express,ECHL,2,0,1,1,0,2,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Lowell Lock Monsters,AHL,54,2,6,8,48,-1,2,0,1,1,0,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,New York Islanders,NHL,17,1,2,3,8,-10,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Lowell Lock Monsters,AHL,57,1,10,11,61,14,6,0,0,0,4,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Chicago Wolves,IHL,4,0,1,1,0,-3,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Louisville Panthers,AHL,36,2,14,16,68,-10,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,New York Islanders,NHL,8,0,0,0,6,0,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Bridgeport Sound Tigers,AHL,53,5,8,13,30,-1,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,New York Islanders,NHL,17,0,2,2,6,0,2,0,0,0,0,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Yaroslavl Lokomotiv,Russia,16,1,2,3,22,8,8,0,0,0,6,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Yaroslavl Lokomotiv,Russia,25,1,1,2,39,--,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Cherepovets Severstal,Russia,22,1,5,6,20,--,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Cherepovets Severstal,Russia,58,5,13,18,72,--,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Moscow Dynamo,Russia,45,7,5,12,86,--,1,0,0,0,0,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Moscow Dynamo,Russia,17,1,0,1,28,--,3,0,1,1,18,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Novokuznetsk Metallurg,Russia,57,4,13,17,86,--,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,St. Petersburg SKA,KHL,18,1,3,4,12,0,2,0,1,1,4,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Nizhny Novgorod Torpedo,KHL,38,1,16,17,34,0,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nizhny Novgorod Torpedo,KHL,31,2,8,10,42,-11,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Moscow Dynamo,KHL,5,0,1,1,4,-3,--,--,--,--,--,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Nizhnekamsk Neftekhimik,KHL,46,1,8,9,44,7,,,,,,Evgeny Korolev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Fargo-Moorhead Ice Sharks,USHL,52,37,45,82,16,--,4,1,1,2,2,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,St. Cloud State,WCHA,38,14,17,31,16,--,,,,,,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,St. Cloud State,WCHA,39,19,30,49,18,--,,,,,,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. Cloud State,WCHA,41,28,28,56,14,--,,,,,,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Norfolk Admirals,AHL,60,26,30,56,42,-2,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Chicago Blackhawks,NHL,21,3,1,4,4,-3,3,0,0,0,0,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Chicago Blackhawks,NHL,82,19,20,39,20,7,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Chicago Blackhawks,NHL,82,22,33,55,16,-13,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Brynas IF Gavle,SEL,4,0,0,0,0,-1,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Chicago Blackhawks,NHL,60,13,28,41,40,5,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Ottawa Senators,NHL,19,0,4,4,4,-4,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Colorado Avalanche,NHL,82,16,33,49,26,-8,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Colorado Avalanche,NHL,70,10,21,31,16,-1,10,2,3,5,2,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Colorado Avalanche,NHL,71,5,17,22,14,-16,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Hartford Wolf Pack,AHL,11,0,3,3,2,-8,--,--,--,--,--,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Riga Dynamo,KHL,26,4,7,11,6,3,3,0,1,1,0,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Visp EHC,Swiss-B,1,1,0,1,0,--,,,,,,Tyler Arnason,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
